Harga Produk,Jumlah Terjual,Jumlah Ulasan,Kategori,Nama Produk,Rating,Rating Produk,Tanggal Komentar,Teks Ulasan,Username,Panjang Ulasan (karakter),Panjang Ulasan (kata)
74.000,80.0,12.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-12-09 18:04:09.703065,Mantap,T***S,6,1
74.000,80.0,19.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-08-04 18:04:09.703069,Suka,r***i,4,1
208.000,60.0,6.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2024-09-23 18:04:09.703078,"Produk sudah diterima dengan baik , bahannya tipis mirip kain parasut",M,69,11
208.000,60.0,6.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2025-06-07 18:04:09.703082,"Kualitas produk: Oke
Ini udah orderan yang kesekian pokoknya enak nyaman kata anakku 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",T***S,112,14
208.000,60.0,13.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2024-09-17 18:04:09.703086,"Walaupun di suami kebesaran, pdhl ambil ukuran biasa, krn udh 4 x lbrn sllu belanja di erigo, tp secara keseluruhan bagus banget celananya",N***a,138,23
208.000,60.0,19.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2024-12-02 18:04:09.703091,Bahannya tipis banget,d***3,21,3
208.000,60.0,8.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2025-01-02 18:04:09.703095,"bahan bukan chinos, tidak sesuai dengan keterangan.",Andika,51,7
208.000,60.0,2.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2025-04-22 18:04:09.703100,Bahannya saya kira tebel...,y***8,27,4
208.000,60.0,1.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2025-02-16 18:04:09.703104,Bagus sesuai gambar,T***S,19,3
208.000,60.0,15.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2024-07-25 18:04:09.703109,Bahanya ternyata semi parasut,T***S,29,4
208.000,60.0,1.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2025-03-14 18:04:09.703113,Mungkin sesuai dg harga,y***8,23,4
208.000,60.0,5.0,5,"Erigo Relax Chino Pants Elvin Mocca - Celana Panjang Relax Unisex - size, 28",5.0,4.5,2025-05-23 18:04:09.703118,Kebesaran,T***S,9,1
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-11-30 18:04:09.703122,Sangat wort it kualitas memukau harga terjangkau👍🏼,L***s,50,7
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-08-16 18:04:09.703126,Bahanny tipis kaya baju pasar malam yg 15 rb,A***r,44,9
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-07-29 18:04:09.703130,Kualitas produk: 👍👍👍👍👍,G***i,22,3
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-11-08 18:04:09.703135,"barang sudah sampai, belum dicoba, semoga pas",Yogi,45,7
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2025-04-07 18:04:09.703139,Bahannya halus,E***d,14,2
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2025-06-03 18:04:09.703143,packaging + kualitas top,T***S,24,4
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-12-12 18:04:09.703147,"Seperti biasa real Good.,_",U***u,26,4
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-10-11 18:04:09.703152,tdk diragukan lagi 🙌,T***S,20,4
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2024-08-20 18:04:09.703156,Keren bahanny premium,ð***,21,3
52.000,100.0,23.0,1,"Erigo T-Shirt Contrast Stitch Vairo Emerald - Kaos Unisex - size, S",5.0,4.9,2025-07-01 18:04:09.703160,Best,A***i,4,1
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2025-03-16 18:04:09.703165,Kualitas g kalah dengan jeans branded luar. Desain ok dan nyaman dipakai,N***r,72,12
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2025-02-09 18:04:09.703169,"Emang gak pernah salah beli celana disini, gak nyesel, offline atau online store nya, udah 4x beli celana erigo, thnkss erigo",M***d,125,21
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2024-11-13 18:04:09.703173,"celananya panjang untuk aku yg tinggi 165, harus ditekuk",m***s,56,9
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2025-03-26 18:04:09.703177,"pas,sesuai,ok",T***S,13,1
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2024-10-20 18:04:09.703182,Pas dan bagusss😍😍😍,A***z,18,3
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2024-12-30 18:04:09.703186,sesuai pesanan,Feby,14,2
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2024-10-04 18:04:09.703190,Kualitas produk: Bagus,d***i,22,3
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2025-04-10 18:04:09.703195,Kualitas produk: Baik,L***s,21,3
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2024-11-03 18:04:09.703199,Kualitas produk: .,C***n,18,3
230.000,90.0,16.0,8,Erigo Denim Pants Efrain Medium Bule Whisker - Celana Panjang Denim Unisex - 30,5.0,4.9,2025-01-12 18:04:09.703203,Pas bagus untuk kerja,w***_,21,4
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2025-02-05 18:04:09.703207,"Kualitas produk: B aja
Jaitan jelek kek gini bisa lolos QC brooo waduhhh
Tolong diketatin lagi QC nyaaa
Hargaii konsumennnn brooo",b***e,129,21
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2025-04-07 18:04:09.703212,Kualitas produk: Bahan adem sangat nyaman di pakainya,m***a,53,8
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2024-12-10 18:04:09.703216,"Sesuai ekspektasi, ukuran pas panjang baju pas, goodjob erigo",N***s,61,9
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2024-08-09 18:04:09.703220,Bagus gambar nya kain adem dan halus,i***3,36,7
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2025-05-27 18:04:09.703225,Aden,M***a,4,1
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2025-04-09 18:04:09.703229,Bahan bagus,K***q,11,2
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2024-10-07 18:04:09.703233,Kualitas produk: Baik,S***7,21,3
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2024-10-10 18:04:09.703237,Bagus adem,E***O,10,2
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2024-12-15 18:04:09.703242,good,e***y,4,1
84.000,100.0,22.0,1,Erigo T-Shirt Wesley Blue - Kaos Unisex - S,5.0,4.9,2025-04-27 18:04:09.703246,GK dapat sticker,t***4,16,3
140.000,250.0,16.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-08-29 18:04:09.703250,"barang sampai dgn cepat dan aman,bahan tebal,warna sesuai...",T***S,60,8
140.000,250.0,19.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-09-21 18:04:09.703254,Pengiriman cepat 👍🏻 surprisingly celananya bagus banget. Dapet voucher diskon pula 👍🏻,A***a,85,12
140.000,250.0,4.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-12-13 18:04:09.703259,Celana baru datang langsung di pake tapi sayang jahitannya kurang rapi & benang2 yg didalam sampai keluar . Next mohon QC nya di perketat lagi. Tks,A***d,147,26
140.000,250.0,3.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-08-29 18:04:09.703263,"Kukira utk size 28 sama dgn yg joger hitam krn aku beli hitam 28 pas dipakek dewasa bb 55, trnyta yg olive ini lbh kecil dan hnya muat utk anak usia 10 tahun..utk bahan b...",T***S,173,35
140.000,250.0,17.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-12-27 18:04:09.703268,"ukurannya cocok, pergelangan kaki terlalu kenceng",X***z,49,6
140.000,250.0,17.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-09-21 18:04:09.703272,Sesuai pesanan dan kualitas bagus cuma harus naik satu size,T***S,59,10
140.000,250.0,12.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-08-02 18:04:09.703276,Celana nya pas bgt gk perlu ke tukang jahit LG donk erigo emg best lah,S***a,70,15
140.000,250.0,14.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-12-08 18:04:09.703281,Bentuk dan ukuran: 👍👍☝🏼👍☝🏼☝🏼☝🏼👍👍👍👍👍👍👍👍👍,o***o,39,4
140.000,250.0,6.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2025-02-16 18:04:09.703285,Bagusss semua ngga pernah gagal,R***3,31,5
140.000,250.0,3.0,6,Erigo Jogger Pants Flexi Fit Gean Sand - Celana Panjang Jogger Unisex - 28,5.0,4.8,2024-08-21 18:04:09.703289,Legging? Kayak produk gagal dari erigo..,h***y,40,6
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-05-08 18:04:09.703293,"sesuai deskripsi, bahan adem, ukiran pas banget sesuai sama size chart nya. mantapp",A***a,83,13
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-05-19 18:04:09.703298,Kualitas produk: Bagus bahannya adem dan tebal,U***s,46,7
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-02-25 18:04:09.703302,"Bagus cuma ukuran Lnya ukuran L kecil  beda sama yg satunya
 Tapi ttp suka kainya ademm",B***t,87,16
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-05-09 18:04:09.703306,"warnanya bagus, bahannya jg g bkin gerah. tp kl boleh saran, lingkar lehernya agak dibuat longgar sedikit spy lebih nyaman dipake.
seller & pengirimannya jg gercep, j...",Yulia,169,27
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2024-08-19 18:04:09.703310,Sangat wort it kualitas memukau harga terjangkau👍🏼,G***s,50,7
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-07-16 18:04:09.703315,Kualitas produk: 👍👍👍👍👍,Z***r,22,3
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2024-08-14 18:04:09.703319,Aga tipis,D***m,9,2
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-06-30 18:04:09.703324,Kualitas produk: Bagus,B***j,22,3
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-06-26 18:04:09.703328,tipis,n***a,5,1
52.000,100.0,21.0,1,Erigo T-Shirt Contrast Stitch Vikas Navy - Kaos Unisex - S,5.0,4.9,2025-05-29 18:04:09.703332,Dpt harga promo,M***c,15,3
74.000,12.0,9.0,1,Erigo T-Shirt Ring Tee Wilbur Cream - Kaos Unisex - S,5.0,4.8,2025-03-10 18:04:09.703336,"produk bagus, harga bagus, pengiriman lancar",R***d,44,6
74.000,12.0,5.0,1,Erigo T-Shirt Ring Tee Wilbur Cream - Kaos Unisex - S,5.0,4.8,2025-01-28 18:04:09.703341,"bagus, produk berkualitas sekali, erigo emang mantappp",H***n,54,7
74.000,12.0,17.0,1,Erigo T-Shirt Ring Tee Wilbur Cream - Kaos Unisex - S,5.0,4.8,2025-03-12 18:04:09.703346,Bagus tp agak tipis,T***S,19,4
224.000,3.0,1.0,4,Erigo Cargo Pants Ut Salix Light Brown - Celana Panjang Cargo Unisex - 28,5.0,5.0,2024-08-14 18:04:09.703350,Bagus bahan nya dan model nya,P***n,29,6
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-01-17 18:04:09.703355,"sesuai deskripsi, warna dan ukuran sesuai, kualitas baik pengiriman barang cepat",A***m,80,11
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2024-11-19 18:04:09.703359,"bahan nya mantep, pengiriman cepat",C***l,34,5
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-01-31 18:04:09.703363,"Kualitas produk: Agak tipis
Cocok utk BB 70 UK L, TB 170",T***S,56,12
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-01-08 18:04:09.703368,material tipis banget. cost down qualitynya parah banget. erigo 2020 ga gini amat.,M***d,82,13
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-03-15 18:04:09.703372,Bahan tipis,S***a,11,2
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-07-08 18:04:09.703376,bahannya bagus,1****,14,2
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-06-08 18:04:09.703381,Kualitas produk: Bagus,G***n,22,3
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2024-09-27 18:04:09.703385,"Enak dpkai, bagus",A***n,17,3
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2024-07-20 18:04:09.703389,Panjang bnget😭😭😭,B***e,16,2
208.000,90.0,15.0,5,"Erigo Relax Chino Pants Egan Khaky - Celana Panjang Relax Unisex - size, 28",5.0,4.6,2025-01-08 18:04:09.703393,Barang sesuai dengan pesanan,T***q,28,4
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2024-08-16 18:04:09.703402,"produk bagus, harga bagus, pengiriman lancar",R***d,44,6
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2024-12-17 18:04:09.703406,"Warna nya kusem, kaya celana blom di cuci 1 bln 😩",R***n,49,11
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2025-03-20 18:04:09.703410,Kualitas produk: Bagus,I***t,22,3
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2024-09-15 18:04:09.703414,Kualitas sangat bagus,Z***x,21,3
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2025-07-14 18:04:09.703419,Selalu oke,T***S,10,2
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2025-03-09 18:04:09.703424,Bagus,A***w,5,1
230.000,50.0,7.0,8,Erigo Denim Pants Efron Medium Blue Sand Wash - Celana Panjang Denim Unisex - 28,5.0,4.8,2025-06-16 18:04:09.703428,mantapp,Z***v,7,1
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-04-24 18:04:09.703437,"ukuran pas, bahan ok, nyaman semoga awet dan bagus terus",I***m,56,10
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-01-18 18:04:09.703441,"Pas dibadan, bahan halus. Terima kasih. 👍",L***L,41,7
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-05-28 18:04:09.703445,Kualitas produk: Bagus,D***K,22,3
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2024-08-12 18:04:09.703449,Kualitas produk: Baik,*****,21,3
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-06-25 18:04:09.703454,Sudahh datangg thanks min,H***h,25,4
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-05-24 18:04:09.703458,bagus pol,d***i,9,2
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-04-18 18:04:09.703462,Sangat bagus,T***S,12,2
140.000,80.0,2.0,2,"Erigo Short Shirt Pocket Dalwyn Brown - Kemeja Lengan Pendek Rayon Unisex - Size, M",5.0,4.9,2025-01-15 18:04:09.703467,Oke,I***g,3,1
154.000,18.0,5.0,7,Erigo Chino Pants Flexi Fit Vince Army - Celana Panjang Chino Unisex - 28,5.0,4.7,2024-09-05 18:04:09.703471,"kualitas Erigo, sudah langganan bbrp kali beli produknya, mantap, model cakep dan pas ukurannya 👍👍👍",A***a,99,15
154.000,18.0,5.0,7,Erigo Chino Pants Flexi Fit Vince Army - Celana Panjang Chino Unisex - 28,5.0,4.7,2024-12-20 18:04:09.703476,Kualitas produk: Sangat bagus,D***d,29,4
154.000,18.0,5.0,7,Erigo Chino Pants Flexi Fit Vince Army - Celana Panjang Chino Unisex - 28,5.0,4.7,2025-05-30 18:04:09.703480,Mantul,K***q,6,1
154.000,18.0,5.0,7,Erigo Chino Pants Flexi Fit Vince Army - Celana Panjang Chino Unisex - 28,5.0,4.7,2024-11-22 18:04:09.703484,Bagus,M***i,5,1
154.000,18.0,5.0,7,Erigo Chino Pants Flexi Fit Vince Army - Celana Panjang Chino Unisex - 28,5.0,4.7,2025-02-21 18:04:09.703489,.,P***i,1,1
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2025-03-13 18:04:09.703493,"Pengiriman nya aga lama yaa, bhn nya enakeun, bagus 👍",F***y,53,10
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2025-04-17 18:04:09.703497,Kain lembut. Nyaman ukuran sesuai,C***5,33,5
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2025-05-07 18:04:09.703501,Bagusss pwolllll bahan ademmmmm,R***a,31,4
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2024-12-25 18:04:09.703506,Bahan ny adem,p***a,13,3
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2025-01-19 18:04:09.703510,Bagus,*****,5,1
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2025-03-13 18:04:09.703514,Mantap,T***S,6,1
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2024-10-03 18:04:09.703518,😃,M***x,1,1
80.000,30.0,8.0,1,Erigo T-Shirt Oversize Pocket Morie Pale - Kaos Oversize Unisex - M,5.0,5.0,2024-12-17 18:04:09.703523,Gudddd,T***S,6,1
179.000,2.0,1.0,1,"Erigo Jersey Arkanax Red Ella - Kaos Jersey Unisex - size, M",5.0,5.0,2025-05-06 18:04:09.703527,"Datang barang nya telat si..
Quality barang nya udah pasti bagus
Size sama warna nya sesuai.",E***k,92,16
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2025-02-08 18:04:09.703532,"Sudah 3 thn aku pakai brand ini..
Semua bajuku n celanaku brand ini..",s***n,69,13
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2024-10-25 18:04:09.703536,"Sampainya cepat. Bahannya bagus, adem n motifnya juga keren. Penjualnya pun ramah & membantu...
Sy sudah sering beli kaos erigo coz adem kaosnya..
Trima kasih y kak..",S***7,166,27
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2025-06-27 18:04:09.703540,Terima kasih seler barang sudah sampai dg selamat 🙏. Sudah order kesekian kali karna kualitas mg tdk pernah bohong 👌,M***A,116,20
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2025-07-02 18:04:09.703545,Kualitas produk: Bagus peking rapih,b***y,35,5
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2024-08-28 18:04:09.703549,Bahan kaosnya adem... Alhamdulillah suka,L***a,40,5
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2024-09-16 18:04:09.703553,Barang sesuai yg di foto,:****,24,5
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2025-02-22 18:04:09.703558,"Bagus, sesuai pesanan",Z***7,21,3
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2024-08-26 18:04:09.703562,Barang nya bagus,R***a,16,3
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2024-08-21 18:04:09.703567,Terbaik sesuai gambar,F***r,21,3
84.000,100.0,20.0,1,Erigo T-Shirt Wade Black - Kaos Unisex - S,5.0,5.0,2024-09-01 18:04:09.703572,Real pict,T***S,9,2
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-01-17 18:04:09.703576,bahan bagus untuk harga yang terjangkau bahanya lembut adem dan enggak panas,T***r,76,12
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-03-29 18:04:09.703580,"Alhamdulillah sdh cepet nyampe brg bagus 
Dapat hrg murah 30rbn dpr kaos erigo",Y***h,78,13
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2024-07-23 18:04:09.703584,"nyaman dipakai,harga oke, udah langganan",I***p,40,5
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-05-08 18:04:09.703589,baju lebaran nih gesss....cakep pisan. emang suka bgt sama erigo. berkualitas tapi gak bikin dompet terkuras.,Noviyanti,109,16
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-03-04 18:04:09.703593,"Erigo soal kwalitas GX diragukan, beli Uda yg kesekian x y",C***y,58,11
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2024-12-25 18:04:09.703598,kaosnya biasa aja... harga 50rbuan serasa harga 35rbuan kalo dipasar pasar kaosnya..kaos untuk dipakai dirumah aja inimah.. pengiriman cepat,Eem,140,19
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-05-18 18:04:09.703602,Kualitas produk: Kaya kaos cepe 3,A***p,33,6
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2024-11-12 18:04:09.703606,Bahan halus lembut,f***),18,3
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-06-26 18:04:09.703610,Yes,K***L,3,1
52.000,250.0,63.0,1,"Erigo T-Shirt Embro Varen Emerald - Kaos Unisex - size, S",5.0,4.9,2025-02-23 18:04:09.703614,Kualitas produk: Sangat baik,T***S,28,4
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2025-06-01 18:04:09.703619,"bahan adem, agak tipis, jahitan rapih cm bekas benang yg tertinggal byk",Bunga,71,12
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2024-11-16 18:04:09.703624,barang original sesuai dengan gambar pas di badan,Djoko,49,8
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2024-10-24 18:04:09.703628,"Sesuai, tinggal dicoba pakai dan mudahan awet",A***n,45,7
